Al,"23/02/2024"
 
Ticker dell'emittente,Nome,Settore,Asset Class,Valore di mercato,Ponderazione (%),Valore nozionale,Nominale,Prezzo,Area Geografica,Cambio,Valuta di mercato
"196170","ALTEOGEN INC","Salute","Azionario","8.340.990,35","0,04","8.340.990,35","84.621,00","98,57","Corea","Korea Exchange (Kosdaq)","KRW"
"BBDC3","BANCO BRADESCO SA","Finanziari","Azionario","8.318.051,61","0,04","8.318.051,61","3.333.835,00","2,50","Brasile","XBSP","BRL"
"ASAI3","SENDAS DISTRIBUIDORA SA","Generi di largo consumo","Azionario","8.312.152,34","0,04","8.312.152,34","2.817.718,00","2,95","Brasile","XBSP","BRL"
"AUROPHARMA","AUROBINDO PHARMA LTD","Salute","Azionario","8.307.779,74","0,04","8.307.779,74","660.213,00","12,58","India","National Stock Exchange Of India","INR"
"ABB","ABB INDIA LTD","Industriali","Azionario","8.258.969,51","0,04","8.258.969,51","127.054,00","65,00","India","National Stock Exchange Of India","INR"
"005830","DB INSURANCE LTD","Finanziari","Azionario","8.225.471,92","0,04","8.225.471,92","111.948,00","73,48","Corea","Korea Exchange (Stock Market)","KRW"
"TATAELXSI","TATA ELXSI LTD","IT","Azionario","8.220.291,36","0,04","8.220.291,36","87.282,00","94,18","India","National Stock Exchange Of India","INR"
"MRF","MRF LTD","Consumi Discrezionali","Azionario","8.187.665,46","0,04","8.187.665,46","4.506,00","1.817,06","India","National Stock Exchange Of India","INR"
"5483","SINO-AMERICAN SILICON PRODUCTS INC","IT","Azionario","8.121.163,17","0,04","8.121.163,17","1.371.000,00","5,92","Taiwan","Gretai Securities Market","TWD"
"ASTRAL","ASTRAL LTD","Industriali","Azionario","8.063.100,92","0,04","8.063.100,92","322.190,00","25,03","India","National Stock Exchange Of India","INR"
"BHARATFORG","BHARAT FORGE LTD","Consumi Discrezionali","Azionario","8.060.006,08","0,04","8.060.006,08","590.564,00","13,65","India","National Stock Exchange Of India","INR"
"BANKBARODA","BANK OF BARODA LTD","Finanziari","Azionario","8.020.108,27","0,04","8.020.108,27","2.474.495,00","3,24","India","National Stock Exchange Of India","INR"
"3293","INTERNATIONAL GAMES SYSTEM LTD","Comunicazione","Azionario","8.009.281,26","0,04","8.009.281,26","305.000,00","26,26","Taiwan","Gretai Securities Market","TWD"
"MARICO","MARICO LTD","Generi di largo consumo","Azionario","7.977.431,33","0,04","7.977.431,33","1.248.190,00","6,39","India","National Stock Exchange Of India","INR"
"009540","HD KOREA SHIPBUILDING & OFFSHORE E","Industriali","Azionario","7.965.632,40","0,04","7.965.632,40","92.197,00","86,40","Corea","Korea Exchange (Stock Market)","KRW"
"TORNTPHARM","TORRENT PHARMACEUTICALS LTD","Salute","Azionario","7.953.467,20","0,04","7.953.467,20","251.143,00","31,67","India","National Stock Exchange Of India","INR"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Generi di largo consumo","Azionario","7.931.162,75","0,04","7.931.162,75","3.539.901,00","2,24","Messico","Bolsa Mexicana De Valores","MXN"
"1816","CGN POWER LTD H","Imprese di servizi di pubblica utilità","Azionario","7.918.820,61","0,04","7.918.820,61","25.187.000,00","0,31","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"BZ","KANZHUN AMERICAN DEPOSITORY SHARES","Comunicazione","Azionario","7.912.950,00","0,04","7.912.950,00","527.530,00","15,00","Cina","NASDAQ","USD"
"1476","ECLAT TEXTILE LTD","Consumi Discrezionali","Azionario","7.904.719,00","0,04","7.904.719,00","467.311,00","16,92","Taiwan","Taiwan Stock Exchange","TWD"
"6239","POWERTECH TECHNOLOGY INC","IT","Azionario","7.861.192,94","0,04","7.861.192,94","1.660.000,00","4,74","Taiwan","Taiwan Stock Exchange","TWD"
"4002","AL MOUWASAT MEDICAL SERVICES","Salute","Azionario","7.783.112,86","0,04","7.783.112,86","231.304,00","33,65","Arabia Saudita","Saudi Stock Exchange","SAR"
"005070","COSMOAM&T LTD","IT","Azionario","7.783.697,08","0,04","7.783.697,08","58.205,00","133,73","Corea","Korea Exchange (Stock Market)","KRW"
"EMBR3","EMBRAER SA","Industriali","Azionario","7.780.917,35","0,04","7.780.917,35","1.708.139,00","4,56","Brasile","XBSP","BRL"
"KPITTECH","KPIT TECHNOLOGIES LTD","IT","Azionario","7.779.893,02","0,04","7.779.893,02","407.503,00","19,09","India","National Stock Exchange Of India","INR"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","Materiali","Azionario","7.767.436,15","0,04","7.767.436,15","1.387.055,00","5,60","Sud Africa","Johannesburg Stock Exchange","ZAR"
"OPAP","GREEK ORGANISATION OF FOOTBALL PRO","Consumi Discrezionali","Azionario","7.731.176,28","0,04","7.731.176,28","442.644,00","17,47","Grecia","Athens Exchange S.A. Cash Market","EUR"
"CONCOR","CONTAINER CORPORATION OF INDIA LTD","Industriali","Azionario","7.716.768,14","0,04","7.716.768,14","636.953,00","12,12","India","National Stock Exchange Of India","INR"
"MOL","MOL HUNGARIAN OIL AND GAS","Energia","Azionario","7.629.095,56","0,04","7.629.095,56","934.983,00","8,16","Ungheria","Budapest Stock Exchange","HUF"
"6409","VOLTRONIC POWER TECHNOLOGY CORP","Industriali","Azionario","7.621.611,23","0,04","7.621.611,23","156.747,00","48,62","Taiwan","Taiwan Stock Exchange","TWD"
"ISCTR.E","TURKIYE IS BANKASI C","Finanziari","Azionario","7.561.301,76","0,04","7.561.301,76","8.175.230,00","0,92","Turchia","Istanbul Stock Exchange","TRY"
"IDFCFIRSTB","IDFC FIRST BANK LTD","Finanziari","Azionario","7.536.749,14","0,04","7.536.749,14","7.545.846,00","1,00","India","National Stock Exchange Of India","INR"
"SHREECEM","SHREE CEMENT LTD","Materiali","Azionario","7.523.124,47","0,04","7.523.124,47","23.558,00","319,34","India","National Stock Exchange Of India","INR"
"PETGAS","PETRONAS GAS","Imprese di servizi di pubblica utilità","Azionario","7.483.701,10","0,04","7.483.701,10","1.979.700,00","3,78","Malesia","Bursa Malaysia","MYR"
"GRUMAB","GRUMA","Generi di largo consumo","Azionario","7.476.716,68","0,04","7.476.716,68","427.330,00","17,50","Messico","Bolsa Mexicana De Valores","MXN"
"ASHOKLEY","ASHOK LEYLAND LTD","Industriali","Azionario","7.462.798,12","0,04","7.462.798,12","3.557.696,00","2,10","India","National Stock Exchange Of India","INR"
"161390","HANKOOK TIRE & TECHNOLOGY LTD","Consumi Discrezionali","Azionario","7.456.119,38","0,04","7.456.119,38","169.071,00","44,10","Corea","Korea Exchange (Stock Market)","KRW"
"POLICYBZR","PB FINTECH LTD","Finanziari","Azionario","7.454.308,75","0,04","7.454.308,75","603.283,00","12,36","India","National Stock Exchange Of India","INR"
"AC","AYALA CORP","Industriali","Azionario","7.435.440,07","0,04","7.435.440,07","585.410,00","12,70","Filippine","Philippine Stock Exchange Inc.","PHP"
"8010","THE COOPERATIVE INSURANCE","Finanziari","Azionario","7.421.912,39","0,04","7.421.912,39","183.614,00","40,42","Arabia Saudita","Saudi Stock Exchange","SAR"
"352820","HYBE LTD","Comunicazione","Azionario","7.419.009,05","0,04","7.419.009,05","45.824,00","161,90","Corea","Korea Exchange (Stock Market)","KRW"
"FIBRAPL14","PROLOGIS PROPERTY MEXICO REIT SA","Immobili","Azionario","7.417.191,98","0,04","7.417.191,98","1.709.565,00","4,34","Messico","Bolsa Mexicana De Valores","MXN"
"2449","KING YUAN ELECTRONICS LTD","IT","Azionario","7.417.276,44","0,04","7.417.276,44","2.470.000,00","3,00","Taiwan","Taiwan Stock Exchange","TWD"
"MOTHERSON","SAMVARDHANA MOTHERSON INTERNATIONA","Consumi Discrezionali","Azionario","7.407.339,98","0,04","7.407.339,98","5.312.917,00","1,39","India","National Stock Exchange Of India","INR"
"3606","FUYAO GLASS INDUSTRY GROUP LTD H","Consumi Discrezionali","Azionario","7.392.794,34","0,04","7.392.794,34","1.504.400,00","4,91","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"066970","L&F LTD","Industriali","Azionario","7.389.762,37","0,04","7.389.762,37","59.397,00","124,41","Corea","Korea Exchange (Stock Market)","KRW"
"CGPOWER","CG POWER AND INDUSTRIAL SOLUTIONS","Industriali","Azionario","7.385.531,94","0,04","7.385.531,94","1.412.566,00","5,23","India","National Stock Exchange Of India","INR"
"1929","CHOW TAI FOOK JEWELLERY GROUP LTD","Consumi Discrezionali","Azionario","7.364.331,58","0,04","7.364.331,58","4.793.800,00","1,54","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"2347","SYNNEX TECHNOLOGY INTERNATIONAL CO","IT","Azionario","7.332.781,84","0,04","7.332.781,84","3.041.900,00","2,41","Taiwan","Taiwan Stock Exchange","TWD"
"HAPV3","HAPVIDA PARTICIPACOES E INVESTIMEN","Salute","Azionario","7.318.119,92","0,04","7.318.119,92","10.171.779,00","0,72","Brasile","XBSP","BRL"
"NRP","NEPI ROCKCASTLE NV","Immobili","Azionario","7.298.540,16","0,04","7.298.540,16","1.060.673,00","6,88","Sud Africa","Johannesburg Stock Exchange","ZAR"
"BSANTANDER","BANCO SANTANDER CHILE","Finanziari","Azionario","7.279.636,63","0,04","7.279.636,63","155.145.286,00","0,05","Cile","Santiago Stock Exchange","CLP"
"3044","TRIPOD TECHNOLOGY CORP","IT","Azionario","7.280.433,34","0,04","7.280.433,34","1.074.000,00","6,78","Taiwan","Taiwan Stock Exchange","TWD"
"300760","SHENZHEN MINDRAY BIO-MEDICAL ELECT","Salute","Azionario","7.260.031,64","0,04","7.260.031,64","180.300,00","40,27","Cina","Shenzhen Stock Exchange","CNY"
"FEDERALBNK","FEDERAL BANK LTD","Finanziari","Azionario","7.261.130,09","0,04","7.261.130,09","3.950.874,00","1,84","India","National Stock Exchange Of India","INR"
"047810","KOREA AEROSPACE INDUSTRIES LTD","Industriali","Azionario","7.257.277,71","0,04","7.257.277,71","180.557,00","40,19","Corea","Korea Exchange (Stock Market)","KRW"
"VOD","VODACOM GROUP LTD","Comunicazione","Azionario","7.193.177,53","0,04","7.193.177,53","1.510.446,00","4,76","Sud Africa","Johannesburg Stock Exchange","ZAR"
"1339","THE PEOPLES INSURANCE CO (GROUP)","Finanziari","Azionario","7.190.828,69","0,04","7.190.828,69","20.994.000,00","0,34","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"9926","AKESO INC","Salute","Azionario","7.183.771,28","0,04","7.183.771,28","1.234.000,00","5,82","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"CMIG4","CIA ENERGETICA DE MINAS GERAIS PRE","Imprese di servizi di pubblica utilità","Azionario","7.181.027,44","0,04","7.181.027,44","3.089.018,00","2,32","Brasile","XBSP","BRL"
"QGTS","QATAR GAS TRANSPORT COMPANY LTD","Energia","Azionario","7.154.502,94","0,04","7.154.502,94","6.463.907,00","1,11","Qatar","Qatar Exchange","QAR"
"003490","KOREAN AIR LINES LTD","Industriali","Azionario","7.152.303,52","0,04","7.152.303,52","410.348,00","17,43","Corea","Korea Exchange (Stock Market)","KRW"
"1605","WALSIN LIHWA CORP","Industriali","Azionario","7.151.030,06","0,04","7.151.030,06","6.262.160,00","1,14","Taiwan","Taiwan Stock Exchange","TWD"
"TOTS3","TOTVS SA","IT","Azionario","7.142.924,99","0,04","7.142.924,99","1.132.586,00","6,31","Brasile","XBSP","BRL"
"IRCTC","INDIAN RAILWAY CATERING AND TOURIS","Industriali","Azionario","7.138.494,20","0,04","7.138.494,20","613.710,00","11,63","India","National Stock Exchange Of India","INR"
"6862","HAIDILAO INTERNATIONAL HOLDING LTD","Consumi Discrezionali","Azionario","7.117.956,65","0,04","7.117.956,65","3.873.000,00","1,84","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"CDB","CELCOMDIGI","Comunicazione","Azionario","7.062.628,57","0,04","7.062.628,57","7.865.200,00","0,90","Malesia","Bursa Malaysia","MYR"
"BBAJIOO","BANCO DEL BAJIO INSTITUCION DE BAN","Finanziari","Azionario","7.050.843,72","0,04","7.050.843,72","1.806.614,00","3,90","Messico","Bolsa Mexicana De Valores","MXN"
"OMU","OLD MUTUAL LIMITED LTD","Finanziari","Azionario","7.028.993,95","0,04","7.028.993,95","11.402.180,00","0,62","Sud Africa","Johannesburg Stock Exchange","ZAR"
"IMP","IMPALA PLATINUM LTD","Materiali","Azionario","7.018.882,55","0,04","7.018.882,55","2.059.130,00","3,41","Sud Africa","Johannesburg Stock Exchange","ZAR"
"000100","YUHAN CORP","Salute","Azionario","6.963.610,68","0,04","6.963.610,68","138.342,00","50,34","Corea","Korea Exchange (Stock Market)","KRW"
"SUPREMEIND","SUPREME INDUSTRIES LTD","Materiali","Azionario","6.964.027,74","0,04","6.964.027,74","142.572,00","48,85","India","National Stock Exchange Of India","INR"
"JBSS3","JBS SA","Generi di largo consumo","Azionario","6.939.499,04","0,04","6.939.499,04","1.629.525,00","4,26","Brasile","XBSP","BRL"
"APLAPOLLO","APL APOLLO TUBES LTD","Materiali","Azionario","6.903.916,01","0,04","6.903.916,01","395.156,00","17,47","India","National Stock Exchange Of India","INR"
"2310","SAHARA INTERNATIONAL PETROCHEMICAL","Materiali","Azionario","6.896.854,82","0,04","6.896.854,82","818.565,00","8,43","Arabia Saudita","Saudi Stock Exchange","SAR"
"VESTA*","CORPORACION INMOBILIARIA VESTA","Immobili","Azionario","6.881.563,62","0,04","6.881.563,62","1.967.030,00","3,50","Messico","Bolsa Mexicana De Valores","MXN"
"1193","CHINA RESOURCES GAS GROUP LTD","Imprese di servizi di pubblica utilità","Azionario","6.863.379,94","0,04","6.863.379,94","2.265.900,00","3,03","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"SSW","SIBANYE STILLWATER LTD","Materiali","Azionario","6.850.173,71","0,03","6.850.173,71","6.595.214,00","1,04","Sud Africa","Johannesburg Stock Exchange","ZAR"
"601166","INDUSTRIAL BANK LTD A","Finanziari","Azionario","6.847.327,37","0,03","6.847.327,37","2.927.070,00","2,34","Cina","Shanghai Stock Exchange","CNY"
"BOUBYAN","BOUBYAN BANK","Finanziari","Azionario","6.838.317,99","0,03","6.838.317,99","3.282.606,00","2,08","Kuwait","Kuwait Stock Exchange","KWD"
"MBK","MBANK SA","Finanziari","Azionario","6.819.712,05","0,03","6.819.712,05","39.773,00","171,47","Polonia","Warsaw Stock Exchange/Equities/Main Market","PLN"
"2360","CHROMA ATE INC","IT","Azionario","6.813.646,30","0,03","6.813.646,30","900.000,00","7,57","Taiwan","Taiwan Stock Exchange","TWD"
"AMRT","PT SUMBER ALFARIA TRIJAYA","Generi di largo consumo","Azionario","6.802.743,79","0,03","6.802.743,79","39.584.100,00","0,17","Indonesia","Indonesia Stock Exchange","IDR"
"BAJAJHLDNG","BAJAJ HOLDINGS AND INVESTMENT LTD","Finanziari","Azionario","6.763.763,14","0,03","6.763.763,14","64.078,00","105,56","India","National Stock Exchange Of India","INR"
"601398","INDUSTRIAL AND COMMERCIAL BANK OF","Finanziari","Azionario","6.764.853,85","0,03","6.764.853,85","8.897.079,00","0,76","Cina","Shanghai Stock Exchange","CNY"
"HTO","HELLENIC TELECOMMUNICATIONS ORGANI","Comunicazione","Azionario","6.737.033,00","0,03","6.737.033,00","462.526,00","14,57","Grecia","Athens Exchange S.A. Cash Market","EUR"
"285","BYD ELECTRONIC (INTERNATIONAL) LTD","IT","Azionario","6.709.214,18","0,03","6.709.214,18","1.819.604,00","3,69","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"SBID","STATE BANK OF INDIA REG S INDIA GD","Finanziari","Azionario","6.707.367,00","0,03","6.707.367,00","73.065,00","91,80","India","London Stock Exchange","USD"
"090430","AMOREPACIFIC CORP","Generi di largo consumo","Azionario","6.708.626,72","0,03","6.708.626,72","71.608,00","93,69","Corea","Korea Exchange (Stock Market)","KRW"
"042700","HANMI SEMICONDUCTOR LTD","IT","Azionario","6.677.457,05","0,03","6.677.457,05","120.434,00","55,44","Corea","Korea Exchange (Stock Market)","KRW"
"DIXON","DIXON TECHNOLOGIES (INDIA) LTD","Consumi Discrezionali","Azionario","6.678.322,94","0,03","6.678.322,94","80.665,00","82,79","India","National Stock Exchange Of India","INR"
"VOLTAS","VOLTAS LTD","Industriali","Azionario","6.658.088,82","0,03","6.658.088,82","504.350,00","13,20","India","National Stock Exchange Of India","INR"
"SONACOMS","SONA BLW PRECISION FORGINGS LTD","Consumi Discrezionali","Azionario","6.656.319,20","0,03","6.656.319,20","850.430,00","7,83","India","National Stock Exchange Of India","INR"
"780","TONGCHENG TRAVEL HOLDINGS LTD","Consumi Discrezionali","Azionario","6.644.220,64","0,03","6.644.220,64","2.652.400,00","2,50","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"914","ANHUI CONCH CEMENT LTD H","Materiali","Azionario","6.644.889,06","0,03","6.644.889,06","2.991.500,00","2,22","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"KLBN11","KLABIN UNITS SA","Materiali","Azionario","6.639.656,96","0,03","6.639.656,96","1.528.193,00","4,34","Brasile","XBSP","BRL"
"TPEIR","PIRAEUS FINANCIAL HOLDINGS SA","Finanziari","Azionario","6.635.914,69","0,03","6.635.914,69","1.564.326,00","4,24","Grecia","Athens Exchange S.A. Cash Market","EUR"
"ADNOCDIST","ABU DHABI NATIONAL OIL COMPANY FOR","Consumi Discrezionali","Azionario","6.621.821,96","0,03","6.621.821,96","6.681.764,00","0,99","Emirati Arabi Uniti","Abu Dhabi Securities Exchange","AED"
"RDOR3","REDE DOR SAO LUIZ SA","Salute","Azionario","6.613.690,80","0,03","6.613.690,80","1.314.807,00","5,03","Brasile","XBSP","BRL"
"TATAMTRDVR","TATA MOTORS LTD CLASS A DVR","Consumi Discrezionali","Azionario","6.609.150,74","0,03","6.609.150,74","890.199,00","7,42","India","National Stock Exchange Of India","INR"
"151","WANT WANT CHINA HOLDINGS LTD","Generi di largo consumo","Azionario","6.598.052,25","0,03","6.598.052,25","11.868.000,00","0,56","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"UPL","UPL LTD","Materiali","Azionario","6.594.415,88","0,03","6.594.415,88","1.119.310,00","5,89","India","National Stock Exchange Of India","INR"
"028050","SAMSUNG ENGINEERING LTD","Industriali","Azionario","6.579.889,56","0,03","6.579.889,56","367.990,00","17,88","Corea","Korea Exchange (Stock Market)","KRW"
"268","KINGDEE INT L SOFTWARE GROUP LTD","IT","Azionario","6.579.230,36","0,03","6.579.230,36","6.379.000,00","1,03","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"2609","YANG MING MARINE TRANSPORT CORP","Industriali","Azionario","6.544.874,93","0,03","6.544.874,93","4.208.048,00","1,56","Taiwan","Taiwan Stock Exchange","TWD"
"HLFAF","HONG LEONG BANK","Finanziari","Azionario","6.533.330,69","0,03","6.533.330,69","1.595.756,00","4,09","Malesia","Bursa Malaysia","MYR"
"2801","CHANG HWA COMMERCIAL BANK LTD","Finanziari","Azionario","6.502.816,16","0,03","6.502.816,16","11.664.057,00","0,56","Taiwan","Taiwan Stock Exchange","TWD"
"FORTIS","FORTIS HEALTHCARE LTD","Salute","Azionario","6.490.545,03","0,03","6.490.545,03","1.227.521,00","5,29","India","National Stock Exchange Of India","INR"
"LODHA","MACROTECH DEVELOPERS LTD","Immobili","Azionario","6.486.541,54","0,03","6.486.541,54","484.672,00","13,38","India","National Stock Exchange Of India","INR"
"3035","FARADAY TECHNOLOGY CORP","IT","Azionario","6.480.676,99","0,03","6.480.676,99","530.022,00","12,23","Taiwan","Taiwan Stock Exchange","TWD"
"1111","SAUDI TADAWUL GROUP CO","Finanziari","Azionario","6.474.187,18","0,03","6.474.187,18","107.345,00","60,31","Arabia Saudita","Saudi Stock Exchange","SAR"
"AMMN","AMMAN MINERAL INTERNASIONAL","Materiali","Azionario","6.470.435,09","0,03","6.470.435,09","12.612.900,00","0,51","Indonesia","Indonesia Stock Exchange","IDR"
"2344","WINBOND ELECTRONICS CORP","IT","Azionario","6.447.573,78","0,03","6.447.573,78","7.361.427,00","0,88","Taiwan","Taiwan Stock Exchange","TWD"
"005385","HYUNDAI MOTOR S1 PREF","Consumi Discrezionali","Azionario","6.419.022,73","0,03","6.419.022,73","54.042,00","118,78","Corea","Korea Exchange (Stock Market)","KRW"
"3888","KINGSOFT CORP LTD","Comunicazione","Azionario","6.402.586,78","0,03","6.402.586,78","2.298.000,00","2,79","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"1402","FAR EASTERN NEW CENTURY CORP","Industriali","Azionario","6.381.626,12","0,03","6.381.626,12","6.365.294,00","1,00","Taiwan","Taiwan Stock Exchange","TWD"
"PPC","PUBLIC POWER CORPORATION SA","Imprese di servizi di pubblica utilità","Azionario","6.381.111,28","0,03","6.381.111,28","499.297,00","12,78","Grecia","Athens Exchange S.A. Cash Market","EUR"
